id,season,line-text,speaker
15223,3,what is it,Michael
15224,3,come down and open it and you'll see,Pam
15225,3,dwight find out what the present is,Michael
15226,3,okay uh i don't see anything she might be bluffing,Dwight
15227,3,dwight,Jim
15228,3,dwight what are you---,Pam
15229,3,oh it's uh a repliee q1 expo female robot they're only available in japan,Dwight
15230,3,dwight you are such a liar pam really what is it,Michael
15232,3,you told me that i lead a cushy wimpy nerf life,Michael
15234,3,what do i have to live for,Michael
15236,3,it's complicated with jan and i don't know where i stand or what i want the sex isn't nearly as good as it used to be,Michael
15238,3,do you really mean that,Michael
15240,3,i'm braver than you,Michael
15242,3,i braveheart i am,Michael
15244,3,okay pam i'm coming down to get my present,Michael
15245,3,an office is as safe as the people in it and sometimes those people can drive you to do crazy things to show the dangers of the office that's the danger i found myself in today i saved a life my own am i a hero i really can't say but yes,Michael
15246,3,when people think of andy they think of hate and anger when people think of drew they think of baked goods,Andy
15248,3,they are the worst who's this drew chick,Kevin
15250,3,oh no nobody likes my cookies i'm so angry argh i want to hit something totally kidin' guys,Andy
15251,3,little device i learned to diffuse tension be the first to make fun of yourself because if they make fun of you before you do then you might lose your mind,Andy
15253,3,ahhh is that the last of it,Andy
15254,3,i'm sorry,Kevin
15255,3,it's ok i can't always have what i want but i can always want what i have,Andy
15256,3,well would you like a cup of no coffee 'cause that's what we have,Kevin
15257,3,is it fresh,Andy
15258,3,are you going to beat me up,Kevin
15259,3,umm no,Andy
15260,3,people don't need to be afraid of me i can't achieve anger any more and i have a new car toyota prius because andy didn't care about fuel efficiency but drew has seen 'an inconvenient truth' nearly twice,Andy
15262,3,ok come on everybody go time pam let's go,Michael
15263,3,i thought i'd stay and answer the phones,Pam
15264,3,don't worry pam you will be answering phones for the rest of your life your long lovely life saved it,Michael
15265,3,here we go,Michael
15266,3,come on,Dwight
15267,3,field trip,Michael
15268,3,step lively single file everybody,Dwight
15269,3,like we're going to the science museum,Michael
15270,3,let's single,Dwight
15271,3,learn by touching,Michael
15272,3,single ok,Dwight
15273,3,i've been told that i'm a tactile learner,Michael
15274,3,buddy system everyone buddy up find a buddy,Dwight
15278,3,kelly ryan looks great you should be thankful that you,Michael
15280,3,i,Michael
15283,3,sum it up darryl sum it up,Michael
15284,3,we got beat today dwight,Michael
15286,3,but it was not a fair fight,Michael
15287,3,no it was not remind me again what was the fight exactly who was it between and what was the outcome,Dwight
15288,3,it was the warehouse guys,Michael
15289,3,right,Dwight
15290,3,dwight they embarrassed us,Michael
15291,3,argh,Dwight
15292,3,because they had a much scarier safety presentation,Michael
15293,3,ghaaa,Dwight
15294,3,you know what's funny robin williams when a cat gets stuck in a washing machine city slickers talking like borat you know what's not funny safety or making fun of the person trying to talk about safety not nice i must show people how dangerous office can be high five now that's funny,Michael
15295,3,how do you make depression sexy how do you how do you get people interested in depression that is the conon the conun the conumbery,Michael
15296,3,those warehouse guys think that we are all flabby middle management nerf balls well i'm going to show them that we have nerfs of steel,Michael
15297,3,you know guys i recently learned some pretty cool stuff about the difference between feeling something and acting on that thing,Andy
15298,3,can you tell andy to focus on the springs please,Dwight
15299,3,yeah drew,Michael
15300,3,yes bosses,Andy
15301,3,you know drew why don't you go inside dwight come here where should we put this,Michael
15302,3,ok ahh turn around and do a broad jump for me on go ready go one mississ ok you went that far on one mississ ippi would take you to here this trajectory times the propulsion from your quadriceps would be about three mississippi maybe three and a quarter so one mississ correct ippi two mississippi three mississippi e right here,Dwight
15303,3,ok good thank you wanna take our time do this right,Michael
15309,3,michael go ahead we're listening,Andy
15310,3,i'm going to wait i don't want to say this twice it's too painful and i'm too depressed,Michael
15313,3,oh you know what we should probably preserve the batteries,Jim
15315,3,i know the timings bad but i hate to be a nudge but there's stuff that he has to sign that needs to be mailed by four,Angela
15316,3,ok if he's not down by four i'll get the papers up to him,Dwight
15317,3,ok it's three forty eight,Angela
15318,3,ok ryan you know what you can do this,Jim
15320,3,come on,Jim
15322,3,come on he'll listen to you,Jim
15324,3,let's do it,Angela
15325,3,come on pretty boy,Dwight
15327,3,i will miss you the most ryan,Michael
15329,3,let me borrow that chief michael you don't have to prove anything to anyone but yourself so don't jump just to prove anything to us ok that said if you need to prove something to yourself you should jump,Andy
15330,3,oh,Jim
15331,3,up to you,Andy
15332,3,no no no,Jim
15333,3,if you do jump i want you to reach for the sky,Andy
15334,3,hey,Pam
15335,3,ok careful thanks,Jim
15336,3,grab a comet and kiss the moon kiss it,Andy
15337,3,see this is why you always take ten thousand to one you never know,Kevin
15339,3,it's only leased and it's got rust damage he'll never get his deposit back,Dwight
15340,3,coal miners crab fishermen dog the bounty hunter all dangerous jobs but also upper middle management wow i could have fallen off a roof today and you don't worry about falling off a roof when you work on a crab boat and there are no roofs in coal mines,Michael
15341,3,goodnight stanley,Andy
15342,3,it's kind of blurry that's better question what kind of bear is best,Jim
15343,3,that's a ridiculous question,Dwight
15344,3,false black bear,Jim
15345,3,well that's debatable there are basically two schools of thought---,Dwight
15346,3,fact bears eat beets bears beets battlestar galactica,Jim
15347,3,bears do not--- what is going on--- what are you doing,Dwight
15348,3,last week i was in a drug store and i saw these glasses uh four dollars and it only cost me seven dollars to recreate the rest of the ensemble and that's a grand total of eleven dollars,Jim
15349,3,you know what imitation is the most sincere form of flattery so i thank you identity theft is not a joke jim millions of families suffer every year,Dwight
15350,3,michael,Jim
15351,3,oh that's funny michael,Dwight
15352,3,yes i understand can i transfer you to customer relations,Pam
15353,3,absolutely i couldn't be more sorry about this,Jim
15356,3,it is disgusting i totally agree well we're going to recalling all of that paper,Michael
15357,3,we have a crisis apparently a disgruntled employee at the paper mill decided that it would be funny to put an obscene watermark on our 24 pound cream butter stock five hundred boxes has gone out with the image of a beloved cartoon duck performing unspeakable acts upon a certain cartoon mouse that a lot of people like i've never been a fan,Michael
15358,3,everybody in here stat no time to lose cri-man-squa f and c doubletime,Michael
15359,3,cri-man-squa,Dwight
15360,3,crisis management squad,Michael
15362,3,front and center twice as fast as you would normally go any other questions,Michael
15363,3,one more why are you talking like that,Jim
15364,3,to save time jim,Michael
15366,3,yeah she has a good point i mean for example with the last thing you said by the time you explained it it actually took up more time,Pam
15367,3,you know what bluh bluh bluh bluh bluh forget it where is creed,Michael
15369,3,creed quality assurance your job i really think you screwed the pooch on one creed because of you the entire company is in jeopardy,Michael
15371,3,we have a lot of angry customers out there this puts us at threat level midnight accounting you are on customer service duty today,Michael
15372,3,that's really not our job,Oscar
15373,3,midnight oscar,Michael
15374,3,kelly's training us,Angela
15376,3,i don't have a headache i'm just preparing,Angela
15377,3,jim big fire in your house your client dunmore high-school sent out their prom invitations on this paper went home to all the kids,Michael
15378,3,yeah i gotta call out on that,Jim
15379,3,no no no no not good enough this is a keystone account i want you in the school in person,Michael
15380,3,all right,Jim
15381,3,i want you to bring a partner,Michael
15383,3,no sweet cheeks we need someone who's actually made a sale andy you go,Michael
15384,3,william dolittle at your service aka will do,Andy
15385,3,yeah i'm definitely gonna go alone,Jim
15386,3,no no i need two men on this that's what she said no time but she did no time guys get on this dwight i want you to be in charge of the press conference,Michael
15387,3,yes you are entering the 'no spin zone',Dwight
15388,3,we're having a press conference,Pam
15389,3,no pam the press is just gonna find out by themselves,Michael
15390,3,not,Dwight
15391,3,here's the thing when a company screws up best thing to do is call a press conference alert the media and then you control the story wait for them to find out and the story controls you that's what happened to oj,Michael
15392,3,i have invited barbara allen one of our oldest clients to come in here and meet with me for a personal apology the press wants a story i will give them a story,Michael
15393,3,oh did the press ask for a story,Jim
15394,3,here,Michael
15398,3,i wonder how many phone calls you're missing while you're teaching us to answer calls,Oscar
15400,3,can you just tell us what we need to do so we can go,Angela
15402,3,oh can i be australian mate,Kevin
15404,3,'ello mate,Kevin
15406,3,i like ice cream too mate alligators and dingo babies,Kevin
15407,3,beer me,Andy
15408,3,what's that,Jim
15409,3,hand me that water i always say 'beer me' gets a laugh like a quarter of the time so how's what's-her-name,Andy
15410,3,you know her name,Jim
15411,3,who karen yeah she's only one of my oldest friends mmm how's the apartment hangin',Andy
15412,3,it's fine,Jim
15413,3,nice check out this sunshine man global warming right today was supposed to be really cold i bet,Andy
15414,3,what about music do you have any music,Jim
15415,3,uh yeah should have said so rha-dah-dah-dah give me the beat boys and free my soul i wanna get lost in your rock and roll and drift away-he-hay ruu-da-doo-da-doo ba-dit-da-doo-da-dun give me the beat boys and free my little-ole-soul i wa--,Andy
15416,3,i was thinkin' about more like a cd or a cd,Jim
15417,3,your call dude my girlfriend made an awesome mix beer me that disc,Andy
15418,3,lord beer me strength,Jim
15419,3,so tuna when we get in there let's do a really good job okay,Andy
15420,3,did that,Jim
15421,3,well not everything a guy says needs to be said sometimes it's just about the music of the conversation,Andy
15422,3,whoa what the--- why is my girlfriend here,Andy
15423,3,oh is she that teacher in the white,Jim
15424,3,no she's a part-time frozen yogurt chef,Andy
15425,3,which one is she,Jim
15426,3,the one in the green hoodie,Andy
15427,3,wow,Jim
15428,3,i wonder if she's like a a guidance counselor or something,Andy
15429,3,no i don't think so,Jim
15430,3,she's like probably a tutor,Andy
15431,3,nope,Jim
15432,3,she probably a t--,Andy
15433,3,no,Jim
15434,3,sh---,Andy
15435,3,no,Jim
15436,3,ok press conference in 45 dwight make sure this place looks nice,Michael
15437,3,on it ok karen ryan pam center stage pam run a comb through your hair,Dwight
15438,3,first rule in road-side beet sales: put the most attractive beets on top the ones that make you pull the car over and go 'wow i need this beet right now' those are the money beets,Dwight
15439,3,hey look sharp hey uh hi hello dwight schrute,Dwight
15441,3,and you must be uh from the washington post,Dwight
15443,3,and 'breaking corporate news',Dwight
15445,3,oh dear god ok here are your credentials you've been granted level three security clearance,Dwight
15447,3,don't get too excited that's out of 20 right this way regional manager michael scott will be addressing the client in the press room shortly have a seat can i get you a beverage,Dwight
15449,3,great,Dwight
15450,3,oh andy you know what we don't have a,Jim
15451,3,jamie,Andy
15452,3,andy--- ohh,Jim
15453,3,what are you doing here,Andy
15455,3,are you a student here,Andy
15457,3,you never told me you were in high-school,Andy
15459,3,oh my god,Andy
15460,3,oh my god,Jim
15461,3,i had no idea,Andy
15462,3,well that's not gonna hold up in court,Jim
15463,3,huh we didn't do anything illegal except knock over a mailbox with her friends,Andy
15464,3,sir yes you have a valid point i'm sorry no i am,Kevin
15465,3,really dixon city carbondale,Oscar
15466,3,excuse me well i don't see how that's our fault and i've already told you the official position of dunder mifflin is apologetic so i don't know what you want from me,Angela
15469,3,emergency dentist appointment,Dwight
15471,3,yes i'll be sure someone returns your call i'm so sorry bye,Pam
15473,3,mrs allen is our most important client because every client is our most important client even though she's a pretty unimportant client really,Michael
15474,3,and so with the eyes of the nation upon us i would like to say that dunder mifflin truly regrets this unfortunate incident and as a gesture of gratitude for your continued loyalty mrs allen i would like to present you with this novelty check for six months of free paper or 25 reams whichever comes first,Michael
15475,3,you look good in this,Dwight
15476,3,so let us consider this matter ended,Michael
15478,3,i know i know you're angry and we are truly truly sorry,Michael
15480,3,well we are extremely sorry,Michael
15483,3,all right,Jim
15484,3,who was that guy she was talking to at her locker,Andy
15485,3,not important because you're not dating her because it's a felony,Jim
15486,3,but who,Andy
15487,3,probably,Jim
15489,3,absolutely,Jim
15491,3,and you should,Jim
15493,3,pfft you don't teach it well enough one of your students is a,Andy
15494,3,andy is having a,Jim
15495,3,i want to take out an ad in your yearbook a full page two words---,Andy
15496,3,good luck',Jim
15497,3,that's not what i had in mind,Andy
15499,3,where are you from ohio that's nice so what do you want he's upset about the watermark,Angela
15501,3,it was an unfortunate error,Angela
15503,3,and the company has already apologized so you can take that apology or not i think he had tourette's or something,Angela
15504,3,we are going to do everything humanly possible to ensure that this never happens again,Michael
15506,3,the watermark it's a one time thing,Michael
15508,3,may i point out that the sex appeared to be consensual both animals were smiling,Dwight
15509,3,ok,Michael
15510,3,i grew up on a farm i have seen animals having sex in every position imaginable goat on chicken chicken on goat couple of chickens doin' a goat couple of pigs watching whoever drew this got it exactly right,Dwight
15511,3,what can i do for you,Michael
15513,3,well ok well um wasn't really my fault the guys at the papermill---,Michael
15515,3,the guys at the papermill--- no no no,Michael
15517,3,i'm,Michael
15519,3,no i'm a regional manager---,Michael
15521,3,no--- my--- ok this is insane you can get out of here get out,Michael
15523,3,that's insane we'll give this to somebody who will appreciate it,Michael
15525,3,it's non-transferable,Dwight
15526,3,doesn't matter out please,Michael
15528,3,yeah well i'm calling the ungrateful bi-atch hotline did you get all that,Michael
15530,3,we gotta do something this is spinning out of control pam this is just not,Michael
15531,3,it's just the scranton times,Pam
15532,3,no then newsweek picks it up and then cnn does a story about it then youtube gets a hold of it,Michael
15533,3,you know what i really think the whole thing is just gonna blow over in like a week or two,Pam
15534,3,you're right it will blow over but it's not going to take a week or two do you know what this is for,Michael
15535,3,yes,Pam
15536,3,michael likes me to run the camera when he makes his apology videos he says he needs a woman's touch,Pam
15537,3,ok i think that's good,Michael
15538,3,hello i am michael scott regional manager of dunder mifflin scranton by now you are probably sick of hearing about dunder mifflin and our embarrassing watermark boner let me tell you something something from the heart i am not leaving this office it will take a swat team to remove me from this office and maybe not even that',Michael
15539,3,uh you could never withstand a swat team,Dwight
15540,3,that's how devoted i am to this job,Michael
15541,3,i'm just saying,Dwight
15542,3,i know,Michael
15543,3,they would flank you throw in a concussion grenade,Dwight
15544,3,i understand that dwight,Michael
15545,3,you would be on the ground blind deaf dumb,Dwight
15546,3,do you think you're taking it a little literally dwight and now we're wasting tape i'm gonna have to cut this all out can you say cut,Michael
15547,3,cut,Dwight
15548,3,so i'll know where---,Michael
15549,3,cut,Pam
15550,3,i'm asking pam to do it please,Michael
15551,3,cut,Pam
15552,3,ok ready,Michael
15553,3,kevin what's four plus seven,Angela
15554,3,eleven,Kevin
15555,3,yeah well you didn't know that when you filled out this payroll form,Angela
15556,3,yeah well at least i didn't suck at customer relations oooh yes facial,Kevin
15557,3,yes,Oscar
15558,3,you two are apes,Angela
15559,3,i expect you to apologize for that angela,Oscar
15560,3,i'm sorry that you're both morons,Angela
15561,3,oh but you still said 'i'm sorry',Kevin
15562,3,i called you morons,Angela
15563,3,still said it,Kevin
15564,3,still said it so,Oscar
15565,3,five four three 'there is no way i will resign it wouldn't be fair not to the good workers i work with not to my clients and especially not to me let's not forget who this whole resigning business is about anyway if i could leave you with one thought remember it wasn't me they're trying to make me an escape goat if i am fired i swear to god that every single piece of copier paper in this town is going to have the f-word on it the f-word you have one day',Michael
15566,3,one day for what,Pam
15567,3,that's they always give an ultimatum,Michael
15568,3,ok,Pam
15569,3,good cut,Michael
15570,3,cut that was your best apology video ever,Pam
15571,3,thought so too,Michael
15574,3,you want music,Jim
15575,3,i don't care,Andy
15576,3,come on man just give it a couple days i think you'll be all right,Jim
15577,3,yeah,Andy
15578,3,a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh,Jim
15579,3,you know what--- i don't---,Andy
15580,3,a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh,Jim
15581,3,oooo-oo-oooo-ooo-oo-oooo-oo-ooo-ooo a-wi-imbube,Andy
15582,3,a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh,Jim
15583,3,oooo-oo-oooo-ooo-oo-oooo-oo-ooo-ooo a-wi-imbube,Andy
15584,3,a-wimowheh a-wimowheh a-wimowheh a-wimowheh a-wimowheh,Jim
15585,3,sweet,Andy
15586,3,pam,Dwight
15587,3,hey dwight you look really nice today,Pam
15588,3,pssssh i look like an idiot hey karen,Dwight
15590,3,yeah that's cause i'm you're boyfriend jim halpert hey karen wanna get t-together later and have sexual intercourse cause you're my girlfriend,Dwight
15591,3,do you,Jim
15593,3,ok,Jim
15595,3,look at that,Jim
15596,3,i'm jim halpert,Dwight
15597,3,spot on,Jim
15598,3,ah-luh-luh a little comment muh,Dwight
15601,3,the key to a crisis is dealing with it right away like that aspirin company that sent out the poisoned aspirin in the regular aspirin bottles if you don't act fast you will lose customers,Michael
15602,3,hello cnn i need to speak to your scranton-area bureau chief all right then the bureau chief for the greater wilkes-barre area how about ah lackawanna county okay northeastern pennsylvania then this is extremely urgent no you put,Dwight
15604,3,we do a lot more than that,Oscar
15606,3,i wonder how many phone calls you're missing while you're teaching us to answer phone calls,Oscar
15608,3,mm-hm,Angela
15610,3,alright i think i'm trained,Angela
15611,3,ooh can i be a pirate,Kevin
15620,3,oh my god,Andy
15621,3,oh my god wow,Jim
15622,3,i had no idea,Andy
15623,3,then you did nothing wrong we should go,Jim
15624,3,how could i not have realized,Andy
15625,3,she looks older,Jim
15626,3,yeah she does doesn't she,Andy
15627,3,no,Jim
15628,3,she acts older too she knows everything about european history and photosynthesis and she made me this lanyard with like a fimo clay thing she's a real renaissance woman,Andy
15629,3,or a high school girl let's go,Jim
15630,3,chicken pot pie,Andy
15631,3,what's that,Jim
15632,3,that's what i was eating in the parking lot of a 7-eleven for dinner and i got out of the car to shake the crumbs off my shirt and this smoking hot woman comes up and we strike up a conversation,Andy
15633,3,oh you don't have to tell me this,Jim
15634,3,she lets me buy her and her friends some wine coolers for a dinner party she's going to,Andy
15635,3,you shouldn't be talking about that,Jim
15636,3,i threw in some scratch tickets 'cause generous guy and next thing you know we're making out in the woods,Andy
15637,3,hypothetically hypothetically you were making out in the woods,Jim
15638,3,no we were really making out in the woods,Andy
15639,3,no can't help you now,Jim
15640,3,i gotta go talk to her,Andy
15641,3,no d-,Jim
15642,3,with dissatisfied clients it doesn't matter what you did all they wanna hear is that you're sorry they're like women that way and this client is a woman so when i say i'm sorry it will be twice as effective,Michael
15643,3,so we're good,Michael
15645,3,i'm sorry,Michael
15647,3,say you're sorry times infinity,Dwight
15648,3,okay,Michael
15649,3,cause there's no comeback for that,Dwight
15650,3,all right we are infinitely sorry,Michael
15652,3,you understand you you get this check,Michael
15655,3,yeah i'm mr bernard johnson md i'd like to talk with jamie about a certain heart condition diagnosis: broken,Andy
15657,3,who's this guy,Andy
15659,3,you're such a liar,Andy
15661,3,yeah maybe you should call the police see whose side they take warning most cops are dudes,Andy
15662,3,dr johnson we need you in surgery right away,Jim
15664,3,i don't believe in apologies when someone in the yakuza makes a mistake they cut off a portion of their own pinky finger and in that way save face and knowing the japanese they probably get an even better prosthetic finger with a knife you can take out of it or a screwdriver or a corkscrew,Dwight
15665,3,why am i getting all of the bad ones,Angela
15667,3,i'm not gonna lie and say i'm sorry when the company didn't do anything wrong that's immoral and this is ridiculous,Angela
15668,3,would you please please,Oscar
15670,3,what well what you say is stupid and your job is pointless and you're a slut and everyone thinks so,Angela
15672,3,gladly i quit,Angela
15673,3,if cartoon characters didn't have sex then how would we get new cartoon characters from the sex,Kevin
15674,3,the customer is always right mrs allen was our customer she was wrong is that a contradiction no because she's not our customer anymore,Michael
15675,3,michael likes me to run the camera when he makes his apology videos my favorite is the one for his mother,Pam
15676,3,hey mom happy birthday belatedly sorry i forgot i had put it on my calendar and pam threw that out,Michael
15677,3,my personal favorite is the one he made for his condo association,Pam
15678,3,and without denying the seriousness of the situation i would just like to remind you that in much of the netherlands swimming naked is the norm so in norway you'd be the weirdos,Michael
15679,3,okay andy we need to go seriously,Jim
15680,3,dude there she is don't look don't look she's sitting with denise how am i supposed to do this denise hates me,Andy
15681,3,don't do it,Jim
15682,3,what is your problem man can't you support a bro that's why you don't have any friends tuna i'm sorry i'm sorry i just i need,Andy
15683,3,that's okay,Jim
15684,3,your help i love her,Andy
15685,3,what,Jim
15686,3,yeah i lo- i love her is this what love is this like horrible feeling in my stomach,Andy
15687,3,no that's your conscience listen to it,Jim
15688,3,look okay just be my wingman beer me five minutes talk to denise she's really into white russians and whippets,Andy
15689,3,jamie can i talk to you for a second,Andy
15691,3,so high school,Jim
15693,3,oh i don't smoke sorry,Jim
15695,3,you should take up a musical instrument,Jim
15697,3,hey uh does mr nortman still teach here he's a jerk right,Jim
15699,3,no nope what else what else you watch the hills what is heidi thinking,Jim
15701,3,how old do you think i am,Jim
15705,3,not that i know of,Jim
15707,3,i drive a saab station wagon,Jim
15709,3,really way to earn it hey andy,Jim
15710,3,what,Andy
15711,3,yup,Jim
15712,3,very well i just got a call from debbie brown over at the mill she claims innocence and is willing to come over here and defend herself,Dwight
15714,3,you're right mercy is for girl-babies time to put this dog down,Dwight
15715,3,are we ready,Michael
15716,3,final touch-ups,Dwight
15717,3,okay am i shiny,Michael
15718,3,yeah,Dwight
15719,3,okay we good okay that's enough aqua net,Michael
15720,3,i don't know,Dwight
15721,3,stop it,Michael
15724,3,oh thank you kelly and i wish i hadn't called you stupid,Angela
15726,3,no but some of your outfits are not appr-,Angela
15728,3,i didn't apologize,Angela
15730,3,we're not,Angela
15732,3,don't,Angela
15734,3,fine,Angela
15736,3,kelly's not so bad she really taught me something today,Angela
15737,3,i have literally apologized an infinite number of times on this and there are still calls for me to resign calls from an annoying woman and possibly even the media alike well let me tell you something something from the heart i will not resign i need this job my mortgage is hundreds of dollars a month with this job i can barely cover that i have a company car but i still have to pay for gas and gas prices are high and i have no savings whatsoever and it wasn't even me it's so not fair that they want me to resign,Michael
15738,3,to the fullest extent of the law listen up everyone i just got off the phone with the mill final responsibility for watermark-gate has been assigned floor manager debbie brown has officially been terminated lets give a big hand to creed bratton without whose earnest and diligent sleuthing this scandal might never have been resolved,Dwight
15740,3,hey,Jim
15741,3,oh what's this,Jim
15742,3,that is a demerit,Dwight
15743,3,'jim halpert tardiness' ugh i love it already,Jim
15744,3,you've gotta learn jim you are second in command but that does not put you above the law,Dwight
15745,3,oh i understand and i also have lots of questions like what does a demerit mean,Jim
15746,3,let's put it this way you do not want to receive three of those,Dwight
15747,3,lay it on me,Jim
15748,3,three demerits and you'll receive a citation,Dwight
15749,3,now that sounds serious,Jim
15750,3,oh it is serious five citations and you're looking at a violation four of those and you'll receive a verbal warning keep it up and you're looking at a written warning two of those that'll land you in a world of hurt in the form of a disciplinary review written up by me and placed on the desk of my immediate superior,Dwight
15751,3,which would be me,Jim
15752,3,that is correct,Dwight
15753,3,ok i want a copy on my desk by the end of the day or you will receive a full disadulation,Jim
15754,3,what's a dis what's that,Dwight
15755,3,oh you don't want to know,Jim
15756,3,hey phyllis you all right,Pam
15758,3,what really,Pam
15760,3,oh my god,Pam
15761,3,move,Dwight
15762,3,ok i'll call the,Jim
15763,3,what happened what can i do to help,Andy
15764,3,ok,Jim
15765,3,i'll check the web,Andy
15766,3,thank you the police are on it they say they've already had three calls,Jim
15767,3,can you tell us what happened,Pam
15769,3,phyllis you're a married woman,Angela
15772,3,it's just like so creepy,Pam
15774,3,what's happening,Michael
15775,3,oh some guy exposed himself to phyllis in the parking lot,Pam
15776,3,really is she ok,Michael
15777,3,yeah bob vance took her for a walk to calm down,Pam
15778,3,ok phyllis you say hmm,Michael
15779,3,what is so funny,Angela
15780,3,um i mean did he even see pam or uh karen from behind,Michael
15781,3,i'm guessing not,Kevin
15782,3,i'm sorry it's pretty funny when you think about it,Michael
15783,3,mm not really no,Jim
15784,3,it's disgusting and demeaning,Pam
15785,3,oh ok masters of comedy a guy dropped his pants have you ever been to the circus ok he's back ok hmm waagh,Michael
15787,3,what oh,Michael
15789,3,oh phyllis got flashed it's uh,Michael
15791,3,oh come on we are laughing at phyllis but she's not even here so no harm no foul,Michael
15793,3,incidentally where were you during all of this maybe you're the flasher,Michael
15795,3,uh-huh prove it let's see your penis i you know as that was coming out of my mouth i knew that it was wrong,Michael
15796,3,in all the excitement i forgot that my primary goal is to keep people safe women can't have fun if they don't feel safe for example jan and i have a safe word in case things go too far foliage and if one of us says that word the other one has to stop although last time she pretended she didn't hear me,Michael
15798,3,huh,Michael
15800,3,i don't know i feel i drive a lot i'm spending a fortune on gas and tolls -,Michael
15802,3,um that i don't know that makes me kind of uncomfortable,Michael
15804,3,i uh well i don't know,Michael
15807,3,employees of this office are very small and delicate deserve protection from local pervs better 1000 innocent men are locked up than one guilty man roam free,Dwight
15808,3,i am sick over this thing those people out there are clearly afraid and that can't happen not in my house,Michael
15809,3,agreed let me show you what i've been working on,Dwight
15810,3,ok,Michael
15811,3,there are several penises there i'd love phyllis to run her eyes over you know see if we can catch this pervert,Dwight
15812,3,this is the last,Michael
15813,3,look at that one,Dwight
15814,3,dwight are those your pants that's a polaroid,Michael
15815,3,attention everybody dwight has something he would like to say,Michael
15816,3,due to a recent incident involving phyllis a man a map and his penis - i think you know what i'm referring to - michael has authorized me to form an emergency anti-flashing task force,Dwight
15817,3,question won't that interfere with your other task forces,Jim
15818,3,answer: no because this is being given priority one this is a petition for the business park to upgrade their security cameras as well as install two floodlights in the parking lot and i know i know what you're thinking won't that just shed more light on the penises but that is a risk we have to take pam you can draw kind of why don't you work with phallus on drawing a picture of the exposer that i can post around the community,Dwight
15819,3,phallus,Pam
15820,3,phyllis sorry i've got penises on the brain back to work everybody,Dwight
15821,3,i don't often miss roy but i can tell you one thing i wish someone had flashed me when i was with roy because that would have been the ass-kicking of the year especially if it had been jim he would not have wanted me to have seen jim's whoo i am i am saying a lot of things,Pam
15823,3,that's ok i don't feel like answering phones,Pam
15825,3,attention i am removing all bananas from the kitchen,Dwight
15827,3,desperate times call for desperate measures,Dwight
15828,3,'sleeves down to the wrists buttoned-up collars and muted colors' nobody dress like that,Pam
15829,3,ok you know something dwight we are not the terrorists why don't you just take these women put 'em in a burlap sack and hit 'em with a stick because that's what you're doing i celebrate these women they deserve the right to dress as they please if pam wants to show more cleavage she should be able to i encourage that,Michael
15831,3,see that's what we're talking about did you hear that dwight,Michael
15832,3,yes did you hear that michael,Dwight
15833,3,no dwight respect r-e-s-p-svee-t find out what it means to me all right you know what that's it conference room five minutes women's appreciation,Michael
15834,3,wait a second how are you qualified for that,Jim
15835,3,oh i don't know james did i come from a woman have i slept with a woman more than one,Michael
15836,3,mm less than three,Dwight
15837,3,that is not current,Michael
15838,3,you know what why doesn't oscar run the meeting he's a homosexual,Dwight
15839,3,why don't you run the meeting you play with dolls,Jim
15840,3,those are collectible action figures and they're worth more than your car,Dwight
15841,3,you know what i am the expert i will conduct it i know the crap out of women,Michael
15842,3,i um would like to apologize for all of the men who thought this was a laughing matter,Michael
15844,3,nobody likes to be flashed when meredith flashed me at that christmas party i nearly vomited,Michael
15846,3,what a surprise,Angela
15847,3,ok no catfights please let's - my point is my point is a penis when seen in the right context is the most wonderful sight for a woman but in the wrong context it is like a monster movie,Michael
15848,3,alien,Dwight
15849,3,what are shut it shut up ok so what i want to engage us in today is a hardcore discussion about women's problems and issues and situations magazines and tv shows and movies portray women as skinny tall goddesses well look around are women like that no no they are not even the hot ones aren't really that skinny so what does that say that says that you women are up against it and it is criminal society doesn't care society sucks i don't even consider myself a part of society fyi because i am so angry over all of this,Michael
15850,3,if it were up to me you ladies would be the fashion models,Andy
15851,3,yes andy then the fashion models could come here and work with me,Kevin
15853,3,yes thank you that was not necessary but i appreciated it and i proves my point women can do anything,Michael
15855,3,no i'm being misogynistic that is insane i am not being sexist,Michael
15858,3,yes,Michael
15860,3,because wha that was one possible explanation as to why you got that haircut,Michael
15861,3,and when we get mad you always ask us if we're on our periods,Angela
15862,3,i have to know whether you're serious or not,Michael
15863,3,i wish i could menstruate,Dwight
15864,3,if i could menstruate i wouldn't have to deal with idiotic calendars anymore i'd just be able to count down from my previous cycle plus i'd be more in tune with the moon and the tides,Dwight
15866,3,ye - ok yes,Michael
15867,3,this is not work talk,Angela
15868,3,you're right you're right you're right and you know why it's because of where we are this is a masculine environment we need to find a place where you feel comfortable you know where we're gonna go the steamtown mall,Michael
15870,3,malls are just awful and humiliating they're just store after store of these horrible salespeople making a big fuss out of an adult shopping in a junior's section there are petite adults who are sort of smaller who need to wear maybe a kids' size 10,Angela
